# Constructed from biom file
#OTU ID	UNKGMB37	UNKGMB10	UNKGMB19	UNKGMB7	UNKGMB6	UNKGMB38	LSGMB16	UNKGMB5	UNKGMB24	UNKGMB26	LSGMB10	UNKGMB28	RSGMB3	LFGMB1	RSGMB4	UNKGMB36	RSGMB5	UNKGMB12	UNKGMB25	RSGMB6	UNKGMB30	UNKGMB14	UNKGMB13	UNKGMB8	UNKGMB21	LSGMB14	LSGMB11	UNKGMB34	UNKGMB20	RSGMB7	LSGMB15	UNKGMB27	UNKGMB29	RSGMB1	LSGMB13	LSGMB20	UNKGMB33	LSGMB1	LSGMB17	UNKGMB35	LSGMB19	UNKGMB18	UNKGMB23	UNKGMB17	UNKGMB22	UNKGMB4	UNKGMB15	UNKGMB9	UNKGMB11
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	14.0	8.0	1.0	9.0	2.0	6.0	2.0	2.0	1.0	2.0	7.0	0.0	1.0	6.0	17.0	23.0	12.0	0.0	0.0	15.0	7.0	0.0	2.0	6.0	10.0	1.0	6.0	3.0	5.0	0.0	1.0	4.0	0.0	6.0	2.0	3.0	2.0	32.0	3.0	7.0	20.0	0.0	2.0	0.0	14.0	11.0	6.0	5.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus	5.0	0.0	29.0	7.0	0.0	10.0	20.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	5.0	7.0	5.0	16.0	0.0	4.0	12.0	0.0	3.0	8.0	6.0	15.0	3.0	13.0	0.0	0.0	14.0	52.0	0.0	11.0	13.0	11.0	9.0	4.0	17.0	13.0	19.0	3.0	30.0	18.0	22.0	0.0	13.0	3.0	10.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	420.0	225.0	1006.0	316.0	358.0	820.0	960.0	117.0	3199.0	1038.0	296.0	1637.0	335.0	255.0	45.0	939.0	113.0	353.0	1161.0	218.0	1107.0	524.0	134.0	213.0	2833.0	1182.0	1598.0	273.0	1886.0	148.0	889.0	359.0	728.0	134.0	690.0	257.0	1011.0	668.0	961.0	514.0	447.0	543.0	728.0	745.0	1968.0	80.0	363.0	158.0	167.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;s__	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	1.0	1.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	25.0	2.0	33.0	48.0	22.0	14.0	21.0	36.0	2.0	10.0	44.0	33.0	44.0	22.0	37.0	3.0	25.0	37.0	5.0	21.0	48.0	66.0	23.0	51.0	7.0	11.0	2.0	9.0	41.0	10.0	14.0	113.0	37.0	42.0	28.0	17.0	12.0	11.0	23.0	116.0	25.0	9.0	64.0	47.0	33.0	48.0	20.0	6.0	14.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__flexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;s__gibsonii	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1750.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus;s__	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	247.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__haemoperoxidus	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__garvieae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	11062.0	12422.0	9889.0	14030.0	12729.0	11771.0	12275.0	14990.0	7991.0	8141.0	15302.0	8424.0	11515.0	13039.0	16778.0	11682.0	15573.0	17665.0	10542.0	12702.0	9757.0	11473.0	14932.0	17152.0	9014.0	9529.0	8844.0	9582.0	8150.0	15102.0	9544.0	12469.0	6953.0	14541.0	11743.0	10605.0	11480.0	10278.0	11693.0	14411.0	7680.0	10462.0	8525.0	13940.0	11893.0	14491.0	14841.0	13423.0	11249.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	117.0	105.0	154.0	350.0	80.0	365.0	93.0	59.0	48.0	69.0	118.0	46.0	122.0	679.0	52.0	107.0	85.0	202.0	55.0	243.0	191.0	195.0	186.0	943.0	91.0	80.0	22.0	98.0	326.0	749.0	65.0	632.0	199.0	832.0	94.0	238.0	92.0	53.0	119.0	156.0	101.0	71.0	117.0	104.0	208.0	165.0	403.0	226.0	300.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	84.0	130.0	49.0	63.0	74.0	33.0	203.0	137.0	118.0	48.0	77.0	238.0	946.0	39.0	38.0	73.0	32.0	285.0	421.0	131.0	321.0	302.0	302.0	77.0	231.0	252.0	309.0	70.0	181.0	35.0	165.0	145.0	105.0	121.0	272.0	79.0	111.0	41.0	205.0	52.0	59.0	320.0	77.0	562.0	168.0	46.0	30.0	68.0	36.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	1897.0	1650.0	1745.0	2680.0	1319.0	1587.0	2397.0	1414.0	1067.0	1057.0	1343.0	1681.0	1562.0	2693.0	1877.0	1101.0	1883.0	2252.0	2207.0	1136.0	1626.0	1551.0	1970.0	1558.0	1394.0	1921.0	2212.0	1505.0	1311.0	1141.0	2047.0	1135.0	1491.0	1366.0	1773.0	1206.0	1731.0	2399.0	2119.0	1498.0	2933.0	1521.0	899.0	1213.0	1871.0	2018.0	1263.0	991.0	992.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__;s__	2.0	0.0	15.0	22.0	34.0	6.0	30.0	0.0	0.0	0.0	8.0	0.0	109.0	7.0	25.0	3.0	20.0	8.0	0.0	30.0	1.0	12.0	11.0	9.0	0.0	22.0	0.0	4.0	0.0	89.0	21.0	29.0	0.0	211.0	9.0	24.0	0.0	0.0	23.0	26.0	29.0	0.0	4.0	2.0	0.0	17.0	14.0	6.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	107.0	42.0	82.0	48.0	98.0	36.0	93.0	23.0	85.0	36.0	15.0	68.0	61.0	27.0	29.0	106.0	32.0	35.0	105.0	45.0	91.0	57.0	34.0	44.0	102.0	87.0	46.0	78.0	55.0	18.0	91.0	138.0	39.0	17.0	90.0	36.0	32.0	78.0	72.0	65.0	24.0	87.0	40.0	98.0	86.0	32.0	32.0	47.0	23.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__	3.0	0.0	2.0	7.0	6.0	13.0	1.0	1.0	0.0	3.0	7.0	0.0	4.0	1.0	9.0	0.0	9.0	22.0	0.0	3.0	3.0	40.0	29.0	5.0	0.0	0.0	0.0	5.0	1.0	7.0	3.0	2.0	4.0	12.0	6.0	7.0	0.0	7.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	4.0	11.0	1.0	5.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	8.0	26.0	29.0	23.0	9.0	5.0	11.0	85.0	8.0	5.0	16.0	3.0	43.0	11.0	18.0	6.0	9.0	40.0	8.0	7.0	24.0	36.0	51.0	13.0	2.0	1.0	7.0	14.0	9.0	8.0	18.0	9.0	7.0	38.0	71.0	9.0	10.0	3.0	10.0	1.0	21.0	46.0	6.0	30.0	21.0	55.0	22.0	5.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	5192.0	2544.0	2167.0	1974.0	5419.0	1748.0	3770.0	9879.0	2948.0	1481.0	3290.0	5099.0	5797.0	2010.0	3456.0	2380.0	1989.0	2846.0	6444.0	3683.0	3763.0	2685.0	2310.0	3646.0	4016.0	3226.0	9400.0	3317.0	2508.0	2370.0	2800.0	1627.0	2666.0	2270.0	4162.0	2224.0	2491.0	2531.0	3663.0	2972.0	2770.0	6071.0	1664.0	5436.0	3203.0	3063.0	2035.0	1839.0	1863.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	36.0	28.0	2.0	24.0	50.0	9.0	28.0	42.0	60.0	56.0	12.0	79.0	65.0	1.0	22.0	7.0	1.0	36.0	193.0	20.0	33.0	15.0	26.0	16.0	75.0	54.0	78.0	89.0	23.0	6.0	27.0	17.0	20.0	21.0	49.0	13.0	26.0	18.0	53.0	43.0	16.0	14.0	38.0	0.0	8.0	30.0	11.0	56.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	1643.0	1356.0	1018.0	2067.0	2277.0	1614.0	1039.0	5423.0	613.0	1099.0	1951.0	1265.0	1588.0	1293.0	2016.0	609.0	1084.0	1916.0	1602.0	1431.0	947.0	1099.0	1939.0	2701.0	1024.0	986.0	1274.0	969.0	548.0	1499.0	1015.0	662.0	560.0	1761.0	1703.0	516.0	781.0	890.0	1413.0	1439.0	1207.0	1019.0	736.0	1584.0	737.0	2037.0	1173.0	1558.0	934.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	10.0	3.0	5.0	8.0	10.0	6.0	3.0	32.0	2.0	5.0	2.0	8.0	6.0	9.0	0.0	7.0	4.0	5.0	9.0	6.0	2.0	0.0	13.0	5.0	2.0	0.0	5.0	0.0	4.0	5.0	7.0	3.0	6.0	10.0	6.0	3.0	6.0	2.0	2.0	5.0	6.0	8.0	1.0	4.0	3.0	9.0	5.0	6.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	75.0	234.0	201.0	163.0	161.0	22.0	106.0	1342.0	40.0	62.0	259.0	93.0	269.0	266.0	256.0	83.0	345.0	383.0	104.0	40.0	174.0	529.0	439.0	97.0	43.0	56.0	57.0	84.0	41.0	18.0	100.0	50.0	25.0	259.0	470.0	162.0	124.0	100.0	80.0	110.0	156.0	532.0	58.0	183.0	88.0	297.0	184.0	34.0	144.0
